title,company,location,category,contract_type,created,skills_found_clean,skill_count,description_short,redirect_url
Mainframe - Software Development and Quality Engineer - Chennai,UPS,"Chennai, Tamil Nadu",IT Jobs,,2026-08-06T10:59:53Z,None Matched,0,"Avant de postuler à un emploi, sélectionnez votre langue de préférence parmi les options disponibles en haut à droite de cette page. Découvrez votre prochaine opportunité au sein d'une organisation qui compte parmi les 500 plus importantes entreprises mondiales. Envisagez des opportunités innovantes...",https://www.adzuna.in/details/5830105265?utm_medium=api&utm_source=48e85034
SAP BTP Architect-Manager,EY,"Coimbatore, Tamil Nadu",IT Jobs,,2026-08-20T16:03:31Z,SAP,1,"At EY, we’re all in to shape your future with confidence. We’ll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. SAP BTP Architect About Global Delivery Services Global Delivery Ser...",https://www.adzuna.in/details/5849524208?utm_medium=api&utm_source=48e85034
SOLUTION LEAD L1,Wipro,"Chennai, Tamil Nadu",IT Jobs,,2026-08-22T16:04:02Z,None Matched,0,Job description: Job Description Role: Solution Lead ͏ Do: - Understanding of business processes to determine problem statements in the F&A & HRO Vertical. Closely work with functional and domain experts and translate how technology can solve a business problem - Should be able to think through exis...,https://www.adzuna.in/details/5852336454?utm_medium=api&utm_source=48e85034
Lead Power Electronics Engineer,GE Vernova,"Chennai, Tamil Nadu",Engineering Jobs,,2026-06-13T02:21:34Z,None Matched,0,"Job Description Summary As a Lead Power Electronics Engineer, you will serve as a technical authority for the design and development of high-power converters for Solar, BESS, and STATCOM applications. You will own the full product lifecycle—from conceptualization and real-time modeling to prototype ...",https://www.adzuna.in/details/5761719013?utm_medium=api&utm_source=48e85034
Team Lead - Inside sales,Innovalus Technologies,"Chennai, Tamil Nadu",IT Jobs,,2022-12-14T06:10:49Z,"Sales, Business Development",2,Job Description We are looking for an ambitious and energetic Team Lead – Business Development (Inside Sales) to help us expand our clientele. You will be the front of the company and will have the dedication to create and apply an effective sales and marketing strategy. The goal is to drive sustain...,https://www.adzuna.in/details/3772618958?utm_medium=api&utm_source=48e85034
DotNET Solution / Software Architect,Sardonyx Technologies,"Chennai, Tamil Nadu",IT Jobs,,2026-08-28T07:37:35Z,"Problem Solving, Leadership",2,"We are seeking a DotNET Solution / Software Architect with extensive experience in designing and delivering enterprise-level software solutions. The ideal candidate will have a solid background in .NET technologies, excellent problem-solving capabilities, and proven leadership skills. You will be re...",https://www.adzuna.in/details/5859122745?utm_medium=api&utm_source=48e85034
Administrator IT Operations,Colruyt IT Consultancy India,"Coimbatore, Tamil Nadu",IT Jobs,,2026-07-23T07:24:16Z,None Matched,0,"Objective Monitor the availability of the operational IT applications, infrastructure, platforms, and devices, as well as the automated workload processes (batch) in order to prevent downtime and/or to guarantee the continuity of business-critical batch processes, in accordance with the predefined S...",https://www.adzuna.in/details/5811736889?utm_medium=api&utm_source=48e85034
FLS,LT-Larsen & Toubro,"Chennai, Tamil Nadu",Trade & Construction Jobs,,2026-08-20T20:55:40Z,None Matched,0,"Job Role – Civil Execution Front Line Supervisor (FLS) Supervise and coordinate day-to-day civil construction activities for high-rise residential projects, ensuring planned works are completed safely and as per schedule. Guide and monitor workmen/subcontractors for activities including masonry, pla...",https://www.adzuna.in/details/5849687439?utm_medium=api&utm_source=48e85034
Business Analyst,mcoxley intellect management,"Chennai, Tamil Nadu",IT Jobs,,2021-04-10T05:17:22Z,Project Management,1,"5 years of experience in Healthcare domain To understand the problem statements which includes Change Requests To closely interact with Clients, Design and Development Team Members and Testing team Good Communications in English Should be familiar to Agile methodologies Skills:- Business Analysis, P...",https://www.adzuna.in/details/2109435306?utm_medium=api&utm_source=48e85034
"Manager, Production Planning","Sensata Technologies, Inc.","Chennai, Tamil Nadu",Engineering Jobs,,2026-08-02T10:57:06Z,Scheduling,1,"Chennai, India Full time IRC98135 The Manager, Production Planning is responsible for inventory management, scheduling data, tracking information, supply status, coordinating material planning activities and reporting on material issues. They will need to advise with internal and external personnel ...",https://www.adzuna.in/details/5825362790?utm_medium=api&utm_source=48e85034
Senior Analyst - ATR-1,A.P. Moller - Maersk,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-09-02T16:15:24Z,None Matched,0,"About Maersk At Maersk , we are a global leader in integrated logistics, pioneering the industry for over a century. Our commitment to innovation and transformation continuously redefines the boundaries of what’s possible—setting new benchmarks for efficiency, sustainability, and excellence. We beli...",https://www.adzuna.in/details/5866922522?utm_medium=api&utm_source=48e85034
Regional Business Head – South (Gems & Jewellery),Mantras2Success,"Chennai, Tamil Nadu",Sales Jobs,,2026-08-30T20:55:28Z,Onboarding,1,"Job Description: South India (regional responsibility across Tamil Nadu, Karnataka, Kerala, Telangana & Andhra Pradesh) Role Overview The Regional Head – New Jeweller & Channel Acquisition (South) is responsible for driving expansion(SIS -Shop in Shop) by onboarding new jeweller partners and develop...",https://www.adzuna.in/details/5862283076?utm_medium=api&utm_source=48e85034
Senior Quality Architect,EPAM Systems,"Coimbatore, Tamil Nadu",IT Jobs,,2026-09-02T16:15:26Z,Sales,1,"We are looking for a Senior Quality Architect who will be responsible for covering customers' business goals and technical tasks. The role is for those who are enthusiastic about engineering solutions and technologies. You will plan the full-cycle project infrastructure and design, decide which comp...",https://www.adzuna.in/details/5866922809?utm_medium=api&utm_source=48e85034
Production Test Technician I,Rockwell Automation,"Kanchipuram, Tamil Nadu",Engineering Jobs,,2026-08-14T07:34:00Z,None Matched,0,"Rockwell Automation is a global technology leader focused on helping the world s manufacturers be more productive, sustainable, and agile. . Behind our customers - amazing companies that help feed the world, provide life-saving medicine on a global scale, and focus on clean water and green mobility ...",https://www.adzuna.in/details/5841130026?utm_medium=api&utm_source=48e85034
Android Developer,HeyMath,"Chennai, Tamil Nadu",IT Jobs,,2022-05-05T06:06:53Z,None Matched,0,"We are looking to hire someone who has hands on experience in native android development. About Us Incorporated in June 2000, HeyMath! is an Ed-tech product company, based in Chennai and focused on improving the quality of Maths education globally through our flagship products: HeyMath! We develop o...",https://www.adzuna.in/details/3104616823?utm_medium=api&utm_source=48e85034
Junior Software Engineer - Associate,KG Information Systems ,"Coimbatore, Tamil Nadu",IT Jobs,,2026-08-28T07:37:28Z,"Java, JavaScript",2,"(i) Incident Fixes (ii) Service Requests (iii) Application Monitoring (iv) Security patches (v) Technology workstreams (Web Pages(HTML, JavaScript jQuery), .NET and Java) (vi) Problem management / RCA analysis. Skills: Javascript, Web Technologies, Rca, Jquery, Html Experience: 2.00-6.00 Years...",https://www.adzuna.in/details/5859122215?utm_medium=api&utm_source=48e85034
MEAN Stack Developer,Sash Digital Advertisement Private Limited,"Chennai, Tamil Nadu",IT Jobs,,2019-06-05T21:12:22Z,None Matched,0,Core Development Team - MEAN Stack Developer: We are a young and exciting start-up in the Mobile advertising industry. Sash.Cash aims to change the way people view the ads. Responsibilities: Looking for a developer familiar with node.js and MEAN stack that can add value to our team. As we are still ...,https://www.adzuna.in/details/1171508974?utm_medium=api&utm_source=48e85034
"R2R, US General Ledger",Creative Hands Hr,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-08-21T07:39:15Z,"General Ledger, GAAP, Payroll",3,"Key Responsibilities: Perform daily and monthly journal entries for revenue, accruals, prepayments, payroll, and other GL transactions. Conduct month-end and year-end close activities for U.S. entities in accordance with closing calendars. Prepare and analyze balance sheet and P&L accounts, ensuring...",https://www.adzuna.in/details/5850377569?utm_medium=api&utm_source=48e85034
3838850-Senior Executive,EXL,"Chennai, Tamil Nadu",IT Jobs,,2025-10-18T15:11:17Z,"Business Intelligence, Communication Skills",2,"Description Overview: MIS- Sr. Executive The Senior Executive - MIS is responsible for managing and optimizing management information systems, providing data-driven insights, and generating reports to support strategic decision-making. The role involves collaborating with stakeholders to ensure data...",https://www.adzuna.in/details/5453644908?utm_medium=api&utm_source=48e85034
web 3.0 & blockchain,jk,"Coimbatore, Tamil Nadu",Admin Jobs,,2025-11-29T04:52:41Z,None Matched,0,"The Web 3 & Blockchain Innovation Lab plays a pivotal role in leading the lab strategic vision and operational excellence, fostering a culture of innovation and learning by doing among students. This individual is responsible for setting the lab strategic direction, managing a team of stream leaders...",https://www.adzuna.in/details/5518596951?utm_medium=api&utm_source=48e85034
Technical Data Engineer (Databricks),ShyftLabs,"Coimbatore, Tamil Nadu",IT Jobs,,2026-08-11T20:39:40Z,"SQL, Python",2,"Position Overview We are looking for a Data Engineer with hands-on experience in building scalable data pipelines and data engineering solutions on the Databricks Lakehouse Platform. The ideal candidate should have strong expertise in Python, PySpark, SQL, Databricks, AWS, and REST API integrations ...",https://www.adzuna.in/details/5836833632?utm_medium=api&utm_source=48e85034
HCC Medical Coders,COTIVITI,"Coimbatore, Tamil Nadu",IT Jobs,,2026-08-30T07:41:07Z,None Matched,0,Roles and Responsibilities : Any graduate with minimum 1.2 years of experience in HCC Coding HEDIS experience candidates are preferrable Should have active coding credentials through AAPC/AHIMA is Mandatory Experience in HCC record abstraction and coding required Demonstrate high level of quality in...,https://www.adzuna.in/details/5861795584?utm_medium=api&utm_source=48e85034
Proposal Writer,Majestic People Infotech,"Coimbatore, Tamil Nadu",IT Jobs,,2020-08-15T01:00:53Z,None Matched,0,"SGS Technologie LLC is the place to be. Here, you can cultivate your expertise, use your knowledge to the fullest extent, or re-invent yourself-without ever having to leave the company. Work alongside some of the best minds in the industry as a Technical Writer Professional at SGS Technologie LLC. T...",https://www.adzuna.in/details/1643056592?utm_medium=api&utm_source=48e85034
Client Relationship Manager,Uplift Innovations,"Chennai, Tamil Nadu","PR, Advertising & Marketing Jobs",,2026-09-11T17:14:24Z,Sales,1,Company Description Uplift Innovations is a new-age marketing and advertising company specializing in end-to-end offline branding solutions for businesses. The team designs 360-degree offline marketing and advertising services with custom-built brand strategies to drive better lead conversions and m...,https://www.adzuna.in/land/ad/5879665675?se=zLlg_xOu8RGj4LZDmxDgZw&utm_medium=api&utm_source=48e85034&v=E61011050D1FB6352FF963C7C0FB7CB588011C1B
Principal Application Delivery Consultant,MongoDB,"Chennai, Tamil Nadu",IT Jobs,,2026-08-13T07:32:16Z,None Matched,0,"Embed deeply with strategic customers, gaining a thorough understanding of their business strategy, challenges, and technical requirements within the context of AI Architect, design, and implement end-to-end AI solutions using an iterative, experiment-driven approach Scope projects, define deliverab...",https://www.adzuna.in/details/5839221812?utm_medium=api&utm_source=48e85034
React JS Front Developer_chennai,Photon Group,"Chennai, Tamil Nadu",Creative & Design Jobs,,2026-04-30T02:20:50Z,None Matched,0,"Description Greetings Everyone Who are we? For the past 20 years, we have powered many Digital Experiences for the Fortune 500. Since 1999, we have grown from a few people to more than 4000 team members across the globe that are engaged in various Digital Modernization. For a brief 1 minute video ab...",https://www.adzuna.in/details/5713892859?utm_medium=api&utm_source=48e85034
Team Leader - Coimbatore,DC Consultants,"Coimbatore, Tamil Nadu",Sales Jobs,,2026-09-01T20:43:44Z,"Sales, Leadership",2,"Job Description: Role Summary: As a Team Leader in our Primary Sales vertical, you will drive end-to-end project performance by leading a team of high-performing sales executives. Your focus will include strategic planning, sales execution, customer engagement, and team development to achieve bookin...",https://www.adzuna.in/details/5864811621?utm_medium=api&utm_source=48e85034
Java Tech Lead,Aanet Talent Global Solutions,"Madurai, Tamil Nadu",IT Jobs,,2026-04-01T11:39:35Z,Java,1,"Job Title: Tech Architect - Java Spring Boot Company Name: Chella Software Private Limited Company Website https://www.chelsoft.com/ Company details THE PARTNER OF CHOICE FOR FINANCIAL MARKETS Our deep domain experience, ultra-high-performance software solutions, and on-time project delivery make us...",https://www.adzuna.in/details/5684977512?utm_medium=api&utm_source=48e85034
Senior Android Developer,Fr8,"Chennai, Tamil Nadu",IT Jobs,,2022-06-29T06:26:16Z,None Matched,0,"Greetings from FR8 (New Olog Logistics Pvt Ltd)  At FR8, we leverage technology bringing India's fleet of trucks to a mobile APP platform for easy connectivity. We make trucking reliable, low-cost and simple for our customers and truck owners, by providing transparent pricing, quality service and re...",https://www.adzuna.in/details/3269975318?utm_medium=api&utm_source=48e85034
Senior Frontend - React.js Developer,InfoBeans Systems India Private Limited,"Chennai, Tamil Nadu",IT Jobs,,2026-08-07T07:26:58Z,None Matched,0,"Task Description: The role needed for the growing demands from DPDHL business units in Gen-AI Solutions UI features and functionalities. Also, it is critical to have this senior frontend developer role in Gen-AI Solutions to balance the workload of production critical issues. Work Result: UI develop...",https://www.adzuna.in/details/5831396212?utm_medium=api&utm_source=48e85034
SALESFORCE DEVELOPER – VLOCITY / CPQ / OMNISTUDIO,Vrinda International,"Chennai, Tamil Nadu",IT Jobs,permanent,2026-09-02T03:35:31Z,Salesforce,1,"HIRING | SALESFORCE DEVELOPER – VLOCITY / CPQ / OMNISTUDIO ? Location: Chennai | Work From Office Experience: 5.5–8 Years CTC: Up to ₹18 LPA F2F Customer Interview in Chennai is Mandatory ROLE OVERVIEW We are looking for a skilled Salesforce Developer with strong hands-on experience in Apex, Salesfo...",https://www.adzuna.in/details/5865375970?utm_medium=api&utm_source=48e85034
BDE - Enterprise Sales US,People First Consultants,"Chennai, Tamil Nadu",Sales Jobs,,2026-07-29T10:44:42Z,"Sales, Cold Calling, Business Development",3,Job Description Job Title: Business Development Executive (BDE) Executive Department: Sales / Business Development Experience: 3 – 8 Years Location: Chennai (Hybrid) Job Summary: We are seeking a motivated and results-driven Business Development Executive with 3 to 8 years of experience to join our ...,https://www.adzuna.in/details/5819345050?utm_medium=api&utm_source=48e85034
Urgent job opening for Retention Manager – General Insurance for Chennai location,RECEX,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-06-13T02:32:38Z,None Matched,0,Job Description: Job Title: Retention Manager – General Insurance Location: Chennai Gender Preference: Female Candidates Only Experience Required: 4 – 9 Years About the Role We are seeking an experienced and customer-focused Retention Manager to join our team in Chennai. The ideal candidate should p...,https://www.adzuna.in/details/5761775100?utm_medium=api&utm_source=48e85034
SAP Project Systems Consultant / Chennai / Coimbatore / 8 Years,Venpa Global Technologies,"Coimbatore, Tamil Nadu",IT Jobs,,2025-12-07T01:58:27Z,SAP,1, Hiring Now: SAP Project Systems (PS) Consultant  Location: Chennai / Coimbatore  Employment Type: Full-Time  Experience: 8 Years  Notice Period: Immediate Joiners or Within 1 Month Max Budget - 12-16 LPA  Job Description We are seeking an experienced SAP Project Systems (PS) Consultant with strong ...,https://www.adzuna.in/details/5531614397?utm_medium=api&utm_source=48e85034
Operation Officer in NBFC for Chennai Locations,Mspire Ventures,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-05-15T02:08:46Z,Customer Service,1,"Job Description: Job Title: Operation Officer Experience: 0.6 months to 2 years in Banking / BFSI / NBFC Operations Salary: Up to INR 3 LPA  Incentive Languages: Tamil, English Education: Any graduate Location: Chennai Responsibilities: Support banking operations, handle transactions, and ensure com...",https://www.adzuna.in/details/5729617207?utm_medium=api&utm_source=48e85034
Executive - Clinical Auditor,EXL,"Chennai, Tamil Nadu",Healthcare & Nursing Jobs,,2026-07-16T03:21:17Z,Communication Skills,1,"Description NA Responsibilities Basic clinical knowledge on conditions, clinical presentation, signs/symptoms, investigation and management Taking initiatives and active participation in team developmental activities. Able to correlate the lab results with the clinical features and treatment. Strong...",https://www.adzuna.in/details/5801736985?utm_medium=api&utm_source=48e85034
SAP ABAP S/4 Hana  Odata  CDS View,Cognizant,"Chennai, Tamil Nadu",IT Jobs,,2026-08-27T16:05:30Z,SAP,1,Job Summary This hybrid role is for a Technical Lead specializing in SAP ABAP with focus on Workflow ABAP Web Services and Core ABAP requiring five to eight years of hands on experience delivering scalable enterprise solutions. The role supports day shift projects in a global automotive and operatio...,https://www.adzuna.in/details/5858124876?utm_medium=api&utm_source=48e85034
EH-FY27-Consulting-S&T-Strategy-Senior Consultant-BS-FSI-B&CM,Deloitte,"Chennai, Tamil Nadu",Consultancy Jobs,,2026-09-10T16:12:48Z,None Matched,0,"Summary Position Summary Job Description - Strategy & Transactions – Strategy (Sr. Consultant) At Deloitte Strategy & Transactions (S&T), we don’t just advise — we architect the future. Our team is uniquely positioned at the intersection of strategy and execution, empowering clients to tackle their ...",https://www.adzuna.in/details/5878284705?utm_medium=api&utm_source=48e85034
Sql Developer,People First Consultants Pvt Ltd,"Chennai, Tamil Nadu",IT Jobs,,2026-07-14T06:32:27Z,SQL,1,Hiring for SQL developer with SSIS experience for one of our client Role SQL Developer Experience 46 years only Location Guindy Chennai Face to Face Interviews only Interested can share your updated resume at hidden email...,https://www.adzuna.in/details/5799340727?utm_medium=api&utm_source=48e85034
Senior Executive - Logistics & CC,People First Consultants,"Chennai, Tamil Nadu",Logistics & Warehouse Jobs,,2026-04-16T08:54:57Z,None Matched,0,"Job Title: Senior Executive-Logistics & Custom clearance Location: Chennai Job Overview: The role is responsible for managing secondary transportation and reverse logistics operations, ensuring timely dispatches, route optimization, and cost efficiency. It involves monitoring shipment performance, c...",https://www.adzuna.in/details/5700993445?utm_medium=api&utm_source=48e85034
Associate - Admin,Endo,"Pudupakkam, Chennai",Admin Jobs,,2026-08-27T21:03:53Z,"Onboarding, Administrative Support",2,"Job Description Summary The role requires to ensure Admin support to take care of the Facility across shifts in supporting Manufacturing. The role will also handle contract labor administration, including their onboarding, ID cards, training coordination, and attendance tracking. Responsibilities in...",https://www.adzuna.in/details/5858388003?utm_medium=api&utm_source=48e85034
Senior Manager – Continuous Improvement (ISU) Grade - 4L,KONE,"Chennai, Tamil Nadu",Manufacturing Jobs,,2026-09-05T21:26:19Z,None Matched,0,"Did you know KONE moves over one billion people every day? We employ over 60,000 professionals in over 60 countries worldwide joined together by a shared vision to ‘Deliver the best people flow experience’. As a global leader, we provide elevators, escalators, automatic building doors as well as sol...",https://www.adzuna.in/details/5872127644?utm_medium=api&utm_source=48e85034
Workday Finance Consultant,WPP,"Chennai, Tamil Nadu",IT Jobs,,2026-09-01T16:21:47Z,None Matched,0,"Role : Workday FINS Consultant Job location: Chennai Work Experience : 4 to 8 years Work Mode: Hybrid Websites : WPP Enterprise Technology - WPP Enterprise Solutions | WPP About Us: WPP | Trusted growth partner for the world’s leading brands WPP is a large holding company involved in communications,...",https://www.adzuna.in/land/ad/5864431648?se=nj0NAhSu8RGw3foOHxJxCQ&utm_medium=api&utm_source=48e85034&v=991B4D3EB74BC63CC869F7381C78F44483DF3F53
Assistant Manager - IT Operations & Infrastructure,Tata Communications,"Chennai, Tamil Nadu",IT Jobs,,2026-08-31T16:07:40Z,None Matched,0,"About The Company Tata Communications Redefines Connectivity with Innovation and IntelligenceDriving the next level of intelligence powered by Cloud, Mobility, Internet of Things, Collaboration, Security, Media services and Network services, we at Tata Communications are envisaging a New World of Co...",https://www.adzuna.in/details/5862885237?utm_medium=api&utm_source=48e85034
PHP Developer,App Innovation Technologies,"Coimbatore, Tamil Nadu",IT Jobs,,2021-03-03T04:17:09Z,None Matched,0,"We are looking for a Senior PHP Developer, responsible for managing back-end services and the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance a...",https://www.adzuna.in/details/2027360477?utm_medium=api&utm_source=48e85034
Workday User Access Review Analyst,WPP,"Chennai, Tamil Nadu",IT Jobs,contract,2026-08-14T16:03:46Z,None Matched,0,"WPP is the trusted growth partner for the world’s leading brands. We unite cutting-edge media intelligence and data solutions, world-class creativity, next-generation production, transformative enterprise solutions and expert strategic counsel in a single company – powered by exceptional talent and ...",https://www.adzuna.in/details/5841714945?utm_medium=api&utm_source=48e85034
Inbound officer,Talentia HR Solutions,"Chennai, Tamil Nadu",Customer Services Jobs,,2026-01-24T04:03:15Z,CRM Software,1,Inbound Officer - Chennai Job Role: · Answer inbound calls and assist customers with their Queries/Request/Complains. · Raise Request & Complaints on behalf of the customer in the CRM tool. · Generate leads and educate customers about new products & their benefits. · Maintain and adhere to complianc...,https://www.adzuna.in/details/5597971126?utm_medium=api&utm_source=48e85034
MACHINE OPEATOR / PACKERS/QC INSPECTORS,Saishiva supply chain solutions,"Pollachi, Coimbatore",Manufacturing Jobs,,2026-06-07T06:09:34Z,None Matched,0,"Job Description for Machine Operator / Packers in Pollachi We are seeking skilled and dedicated Machine Operators / Packers to join our growing team in Pollachi. In this dynamic role, you will play a vital part in ensuring the smooth operation of our manufacturing processes. This position is key for...",https://www.adzuna.in/details/5754929784?utm_medium=api&utm_source=48e85034
Sales Manager (Sales),Not Disclosed (Agency Listing),"Coimbatore, Tamil Nadu",Engineering Jobs,,2024-05-10T07:38:40Z,Sales,1,"We have a immediate opening for leading new Commercial vehicles dealership for the following Designation:Sales manager - 2 nos,(Qualifications - Diploma or degree with 10 years experience) Team Leader - 4 nos,(Qualifications - Diploma or degree with 2- 5 years experience) Sales executives - 20 nos,(...",https://www.adzuna.in/details/4686703542?utm_medium=api&utm_source=48e85034
Accountant,kthhrconsultingzone,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2025-12-16T02:52:13Z,"Accounting, Bookkeeping",2,"Job Description – Accounts Executive Position: Accounts Executive Department: Finance & Accounts Location: Thiruverkadu Reporting To: Accounts Executive / Finance Executive Job Summary: We are looking for an Accounts Executive to manage day-to-day accounting operations, maintain accurate financial r...",https://www.adzuna.in/details/5543508789?utm_medium=api&utm_source=48e85034
P2P New Associate,Trigent Software Private Limited,"Nungambakkam, Chennai",Healthcare & Nursing Jobs,,2026-09-08T23:40:19Z,"Communication Skills, Interpersonal Skills",2,: Skill required: Procure to Pay - Invoice Processing Designation: Procure to Pay Operations New Associate Qualifications:Any Graduation Years of Experience:0 to 1 years What are we looking for? Ability to manage multiple stakeholders Ability to perform under pressure Agility for quick learning Coll...,https://www.adzuna.in/details/5875848726?utm_medium=api&utm_source=48e85034
GTM Associate - Strategy & Operations,Rocketlane,"Chennai, Tamil Nadu",Sales Jobs,,2026-05-14T02:12:13Z,"B2B Marketing, Onboarding",2,"About Rocketlane Rocketlane is a fast-growing, innovative SaaS company making waves in customer onboarding and professional services automation. Our mission? To empower B2B companies with a smooth, consistent, and efficient way to onboard customers and manage client projects—reducing chaos and boost...",https://www.adzuna.in/details/5728291554?utm_medium=api&utm_source=48e85034
Senior HR Executive / HR Generalist,Vedita Ventures,"Chennai, Tamil Nadu",HR & Recruitment Jobs,,2026-05-13T02:15:55Z,"Payroll, Human Resources, Talent Acquisition, Recruiting",4,"Job Description: Role Summary Nutrition based company is seeking an experienced Senior HR Executive / HR Generalist with strong expertise in end-to-end recruitment, payroll processing, statutory compliance, and employee lifecycle management. The role requires hands-on experience in PF, ESIC, PT, TDS...",https://www.adzuna.in/details/5727266813?utm_medium=api&utm_source=48e85034
Senior Process Associate - Accounts Receivable,Hillenbrand,"Coimbatore South, Coimbatore",Accounting & Finance Jobs,,2026-07-21T03:26:00Z,Accounts Receivable,1,"Position Summary: The Accounts Receivable Senior Process Associate plays a key role in managing and executing the day-to-day operations of the accounts receivable process. This position involves ensuring timely billing, cash application, collections, and reconciliation activities while supporting pr...",https://www.adzuna.in/details/5808488303?utm_medium=api&utm_source=48e85034
US Business Tax - 1065/1120,EazeRecruit HR Private Limited,"Chennai, Tamil Nadu",Accounting & Finance Jobs,,2026-08-25T16:04:53Z,Taxation,1,"Open position: Senior Manager / Manager - Ahmedabad, Chennai, Coimbatore Assistant Manager / Senior Lead - Chennai Experience : 5 - 10 years Timing : 08:00 AM - 04:00 PM Preferred Industry : Rental & Real Estate Manage preparation and review of US Business Tax Returns (Forms 1065 & 1120) ensuring co...",https://www.adzuna.in/details/5855249680?utm_medium=api&utm_source=48e85034
Full Stack Java Engineer,ProArch,"Chennai, Tamil Nadu",IT Jobs,,2026-08-22T16:04:02Z,"SQL, Java",2,"We are looking for a skilled Java Full Stack Developer with 4-6 years of experience in developing and maintaining enterprise applications. The ideal candidate should have strong expertise in Java, Spring Boot, Angular, SQL/Database technologies, and web technologies including JSP and HTML. Experienc...",https://www.adzuna.in/details/5852336651?utm_medium=api&utm_source=48e85034
Cards Tester (PRIME),Expleo,"Injambakkam, Chennai",IT Jobs,permanent,2026-08-14T11:07:46Z,None Matched,0,"We are seeking Test Engineers with expertise in Cards - Prime and Prime Online to ensure the quality and reliability of our software products. Expleo is the home of bold and reliable minds. With more than 50 years of experience in developing complex products, optimising manufacturing processes, and ...",https://www.adzuna.in/details/5841389753?utm_medium=api&utm_source=48e85034
Sr. Applications Developer (Location - Chennai),UPS,"Chennai, Tamil Nadu",IT Jobs,,2026-04-30T09:55:04Z,None Matched,0,"Before you apply to a job, select your language preference from the options available at the top right of this page. Explore your next opportunity at a Fortune Global 500 organization. Envision innovative possibilities, experience our rewarding culture, and work with talented teams that help you bec...",https://www.adzuna.in/details/5714258976?utm_medium=api&utm_source=48e85034
"Implementation Engineer (Senior/Lead, US Region)",Everstage Inc.,"Chennai, Tamil Nadu",IT Jobs,,2026-06-30T05:56:01Z,Onboarding,1,"1. Engage with Customers to map out current processes. 2. Solution the Everstage product to meet with the unique requirements of the Enterprise / Large-Enterprise customers. 3. Determine input data required from various departments on the customer’s end. 4. Draw out implementation plans, timelines a...",https://www.adzuna.in/details/5781526018?utm_medium=api&utm_source=48e85034
"Urgent opening for Biology teacher in CBSE school, Namakkal & Dindigul, Tamil Nadu - ( Job ID - 24190)",EducoHire,"Edappadi, Salem",Teaching Jobs,permanent,2026-09-10T21:43:07Z,None Matched,0,"? Hiring: PG Biology Teacher Position: Post Graduate Teacher (PGT) – Biology Salary: ₹25,000 – ₹60,000 per month Salary will be based on qualification, teaching performance, and relevant experience. ? Job Responsibilities * Teach Biology to senior secondary students effectively. * Prepare lesson pla...",https://www.adzuna.in/details/5878715572?utm_medium=api&utm_source=48e85034
RM - Emerging corporate- Coimbatore,Acura Solution,"Coimbatore, Tamil Nadu",Sales Jobs,,2026-05-15T02:21:03Z,None Matched,0,"Job Description: • Source New to Bajaj relationships for Commercial Emerging Corporate Business (Turnover Build a diversified portfolio offering revenues from Assets NII, Fees, Cross sell etc. Asset opportunities to be sourced aligned to the lending norms as prescribed. • Appraise financial strength...",https://www.adzuna.in/details/5729731891?utm_medium=api&utm_source=48e85034
Senior Software Engineering Manager,U.S. Bank,"Chennai, Tamil Nadu",IT Jobs,,2026-09-11T11:12:26Z,"Excel, Leadership",2,"At U.S. Bancorp India, we're on a journey to do our best. We believe it takes all of us to bring our shared ambition to life, and each person is unique in their potential. A career with U.S. Bancorp India gives you a wide, ever-growing range of opportunities to discover what makes you thrive at ever...",https://www.adzuna.in/details/5879369027?utm_medium=api&utm_source=48e85034
Lead - Product Adoption (US Shift),Freshworks,"Chennai, Tamil Nadu",IT Jobs,,2026-08-19T07:41:59Z,None Matched,0,"Job Description Lead a team of Adoption Specialists within our Adoption Advisory team - driving product adoption, increasing customer value, and reducing churn across Freshworks' scaled and digital customer segments. About the Role As Lead, Product Adoption, you will manage a team of Adoption Specia...",https://www.adzuna.in/details/5847680268?utm_medium=api&utm_source=48e85034
Deputy Manager Service,Eaton Corporation,"Chennai, Tamil Nadu",Engineering Jobs,,2026-08-05T10:55:08Z,Customer Service,1,"What you'll do: We are searching for a detail-orientated, deadline-driven service engineer to join Eaton. The service engineer's responsibilities include installation, commissioning, preventive maintnenace and servicing breakdowns at customer sites. An outstanding service engineer will exhibit resou...",https://www.adzuna.in/details/5828765010?utm_medium=api&utm_source=48e85034
Executive - Employee Vetting & Background checks,KPMG,"Chennai, Tamil Nadu",Customer Services Jobs,,2026-07-31T07:24:39Z,None Matched,0,Job description Conduct verifications of stated credentials given by client for their candidates or vendors Perform on business specific KPIs of productivity and quality targets Maintain trackers and master logs on real time basis Successful completion of client engagement deliverables in line with ...,https://www.adzuna.in/details/5821854298?utm_medium=api&utm_source=48e85034
